# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "analyses/03_annotation/prokka/pacbio_prokka/E745.gff" "-o" "analyses/06_read_counting/featurecounts/gene_counts.txt" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "analyses/05_mapping/bowtie2/bam/ERR1797969.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797970.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797971.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797972.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797973.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797974.subsampled.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_mapping/bowtie2/bam/ERR1797969.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797970.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797971.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797972.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797973.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797974.subsampled.sorted.bam
E745_00359	CP014529.1	362932	363243	+	312	8	8	2	10	6	16
E745_00360	CP014529.1	363358	365694	-	2337	102	74	92	100	84	82
E745_00361	CP014529.1	365836	366504	+	669	8	6	12	8	8	12
E745_00362	CP014529.1	366507	367550	+	1044	78	61	74	60	28	33
E745_00363	CP014529.1	367787	368668	-	882	3	8	2	36	30	28
E745_00364	CP014529.1	368827	369555	+	729	2	2	0	10	4	6
E745_00365	CP014529.1	369711	370028	+	318	16	6	10	23	22	26
E745_00366	CP014529.1	370021	370629	+	609	12	20	15	14	26	22
E745_00367	CP014529.1	370645	371475	+	831	30	50	49	67	57	91
E745_00368	CP014529.1	371613	372101	+	489	24	30	25	81	49	69
E745_00369	CP014529.1	372152	373024	+	873	77	104	66	43	66	56
E745_00370	CP014529.1	373200	373562	+	363	8	4	9	74	62	44
E745_00371	CP014529.1	373571	374323	+	753	9	31	22	114	99	76
E745_00372	CP014529.1	374337	376139	+	1803	61	67	64	226	196	158
E745_00373	CP014529.1	376416	377456	+	1041	12	12	8	24	26	18
E745_00374	CP014529.1	377508	379652	-	2145	430	479	520	284	280	316
E745_00375	CP014529.1	380009	381382	-	1374	13	7	3	2	0	0
E745_00376	CP014529.1	381382	381777	-	396	13	14	31	0	4	2
E745_00377	CP014529.1	381805	382722	-	918	120	105	105	47	56	52
E745_00378	CP014529.1	382830	383843	-	1014	24	30	35	60	48	54
E745_00379	CP014529.1	383924	384523	-	600	8	3	6	18	14	26
E745_00380	CP014529.1	384709	385410	+	702	2	2	2	14	0	4
E745_00381	CP014529.1	385420	388131	+	2712	25	40	28	52	38	42
E745_00382	CP014529.1	388582	390210	+	1629	24	22	12	200	162	140
E745_00383	CP014529.1	390270	391451	-	1182	12	20	44	4	10	22
E745_00384	CP014529.1	391703	393232	+	1530	8	4	2	6	10	10
E745_00385	CP014529.1	393301	394029	-	729	10	8	14	41	33	50
E745_00386	CP014529.1	394042	395322	-	1281	20	14	8	59	28	46
E745_00387	CP014529.1	395372	395482	-	111	16	12	13	32	22	18
E745_00388	CP014529.1	395463	396065	-	603	129	113	115	255	125	174
E745_00389	CP014529.1	396310	396516	+	207	6	8	16	36	42	54
E745_00390	CP014529.1	396840	397547	+	708	40	36	32	178	155	156
E745_00391	CP014529.1	397628	398311	-	684	20	34	34	30	42	42
E745_00392	CP014529.1	398529	400715	+	2187	122	84	84	88	124	102
E745_00393	CP014529.1	401061	401471	+	411	115	111	102	14	8	0
E745_00394	CP014529.1	401485	401841	+	357	42	43	46	3	11	2
E745_00398	CP014529.1	407595	408065	-	471	69	74	56	10	10	6
E745_00399	CP014529.1	408224	408682	-	459	126	156	138	282	269	304
E745_00400	CP014529.1	408853	409998	-	1146	71	65	59	377	376	340
E745_00401	CP014529.1	410011	410928	-	918	81	54	77	265	261	247
E745_00402	CP014529.1	411356	411919	+	564	126	154	116	377	350	354
E745_00403	CP014529.1	412405	413664	+	1260	265	273	368	46	30	30
E745_00404	CP014529.1	413651	414451	+	801	182	172	189	25	42	20
E745_00405	CP014529.1	414454	415335	+	882	160	151	199	23	27	20
E745_00406	CP014529.1	415332	416048	+	717	112	85	108	23	17	29
E745_00407	CP014529.1	416054	416749	+	696	100	74	100	38	27	13
E745_00408	CP014529.1	416765	417766	+	1002	149	164	179	37	47	22
E745_00409	CP014529.1	417763	419124	+	1362	224	217	276	74	54	50
E745_00410	CP014529.1	419084	420235	+	1152	128	134	127	57	21	24
E745_00411	CP014529.1	420210	421379	+	1170	181	169	196	60	62	73
E745_00412	CP014529.1	421554	422933	+	1380	149	180	139	106	132	98
E745_00413	CP014529.1	423161	423313	+	153	0	0	0	0	0	0
E745_00414	CP014529.1	423310	424011	+	702	4	0	10	0	2	6
E745_00415	CP014529.1	424200	424868	+	669	16	27	12	18	24	12
E745_00416	CP014529.1	425068	425388	-	321	12	9	19	16	26	12
E745_00417	CP014529.1	425425	426807	-	1383	51	76	42	106	72	61
E745_00418	CP014529.1	426963	428150	-	1188	6	10	10	8	6	18
E745_00419	CP014529.1	428157	429188	-	1032	5	10	6	8	18	8
E745_00420	CP014529.1	429191	430657	-	1467	2	0	4	52	61	44
E745_00421	CP014529.1	430832	431737	+	906	2	8	14	8	12	12
E745_00422	CP014529.1	431828	432505	+	678	24	18	20	26	16	20
E745_00423	CP014529.1	432502	432672	+	171	6	4	2	19	4	2
E745_00424	CP014529.1	432786	433682	+	897	144	140	108	104	94	70
E745_00425	CP014529.1	433737	435107	-	1371	82	104	104	68	70	76
E745_00426	CP014529.1	435345	436091	+	747	22	19	28	40	30	21
E745_00427	CP014529.1	436088	436927	+	840	10	19	19	36	34	25
E745_00428	CP014529.1	436928	437878	+	951	72	78	61	97	72	83
E745_00429	CP014529.1	438019	438771	+	753	76	74	60	70	76	64
E745_00430	CP014529.1	438790	439941	+	1152	170	233	163	138	158	127
E745_00431	CP014529.1	440325	440933	+	609	124	197	184	315	288	405
E745_00432	CP014529.1	441101	442738	+	1638	30	18	32	16	24	16
E745_00433	CP014529.1	442810	443922	-	1113	9	6	18	68	46	70
E745_00434	CP014529.1	443997	445370	-	1374	0	0	2	20	6	10
E745_00435	CP014529.1	445591	446208	+	618	10	27	33	37	26	21
E745_00436	CP014529.1	446306	446761	+	456	78	104	79	48	59	35
E745_00437	CP014529.1	446779	448281	+	1503	135	160	126	52	74	60
E745_00438	CP014529.1	448376	448582	+	207	6	13	4	10	4	3
E745_00439	CP014529.1	448668	449069	+	402	390	394	303	52	34	32
E745_00440	CP014529.1	449224	450555	+	1332	111	110	106	8	4	12
E745_00441	CP014529.1	450577	451203	+	627	87	83	105	6	8	4
E745_00442	CP014529.1	451386	451967	+	582	10	18	16	42	30	44
E745_00443	CP014529.1	452699	453046	+	348	20	8	14	18	4	8
E745_00444	CP014529.1	453046	453261	+	216	11	16	10	2	2	4
E745_00445	CP014529.1	453466	453804	-	339	0	0	0	0	0	0
E745_00446	CP014529.1	454091	454321	+	231	10	10	16	22	24	27
E745_00447	CP014529.1	454321	454662	+	342	2	7	7	12	18	14
E745_00448	CP014529.1	455512	455697	+	186	0	0	0	0	0	6
E745_00449	CP014529.1	456202	456396	+	195	2	0	0	0	2	0
E745_00450	CP014529.1	457080	457910	-	831	36	30	54	2	4	4
E745_00451	CP014529.1	458118	459452	+	1335	23	26	26	10	10	6
E745_00452	CP014529.1	459493	460404	+	912	4	4	10	0	3	0
E745_00453	CP014529.1	460401	461255	+	855	3	8	3	6	0	0
E745_00454	CP014529.1	461252	461869	+	618	4	3	4	6	1	4
E745_00455	CP014529.1	461871	462389	+	519	10	0	10	4	9	0
E745_00456	CP014529.1	462687	463145	+	459	0	0	0	0	0	0
E745_00457	CP014529.1	463158	467195	+	4038	0	3	0	4	0	2
E745_00458	CP014529.1	467195	468508	+	1314	2	1	0	2	0	0
E745_00459	CP014529.1	468501	470198	+	1698	0	0	0	2	2	2
E745_00460	CP014529.1	470272	471165	+	894	0	0	0	0	2	0
E745_00461	CP014529.1	471349	472023	+	675	64	60	66	88	89	67
E745_00462	CP014529.1	472041	473066	+	1026	68	73	32	70	72	62
E745_00463	CP014529.1	473155	474021	+	867	73	104	82	506	475	501
E745_00464	CP014529.1	474058	475434	+	1377	40	43	46	329	209	246
E745_00465	CP014529.1	475535	476731	-	1197	238	289	274	192	168	126
E745_00466	CP014529.1	476855	477517	-	663	76	98	94	69	78	87
E745_00467	CP014529.1	477745	478308	+	564	33	25	32	68	52	68
E745_00468	CP014529.1	478321	478605	+	285	19	9	15	28	28	24
E745_00469	CP014529.1	478624	479316	+	693	34	54	54	114	107	98
E745_00470	CP014529.1	479328	479873	+	546	47	41	46	65	48	63
E745_00471	CP014529.1	480144	483422	+	3279	4	2	0	6	6	4
E745_00472	CP014529.1	483963	485870	-	1908	160	196	279	266	264	249
E745_00473	CP014529.1	486000	486875	+	876	82	65	99	93	67	52
E745_00474	CP014529.1	486955	487929	+	975	222	260	225	306	233	216
E745_00475	CP014529.1	488118	489254	+	1137	40	46	46	150	137	140
E745_00476	CP014529.1	489391	489735	+	345	46	47	46	69	85	69
E745_00477	CP014529.1	490006	491292	+	1287	16	20	20	10	18	8
E745_00478	CP014529.1	491430	492029	-	600	20	24	22	7	4	8
E745_00479	CP014529.1	492433	493554	+	1122	181	198	179	214	178	224
E745_00480	CP014529.1	493800	495221	+	1422	94	93	97	0	2	6
E745_00481	CP014529.1	495235	496353	+	1119	113	106	123	6	10	10
E745_00482	CP014529.1	496413	497705	-	1293	10	34	10	8	2	6
E745_00483	CP014529.1	497855	498415	+	561	21	28	33	34	32	31
E745_00484	CP014529.1	498544	498921	+	378	36	56	32	62	66	49
E745_00485	CP014529.1	498956	500926	+	1971	229	224	212	220	190	186
E745_00486	CP014529.1	501137	502084	-	948	10	24	4	46	54	64
E745_00487	CP014529.1	502330	502794	+	465	50	57	56	28	31	17
E745_00488	CP014529.1	502856	503899	-	1044	0	12	6	40	54	53
E745_00489	CP014529.1	504276	505241	-	966	0	2	0	0	9	4
E745_00490	CP014529.1	505475	506320	+	846	50	39	53	56	18	41
E745_00491	CP014529.1	506511	507698	+	1188	136	114	140	339	338	228
E745_00492	CP014529.1	507704	508060	+	357	38	28	16	104	74	83
E745_00493	CP014529.1	508062	508400	+	339	55	47	37	91	65	87
E745_00494	CP014529.1	508786	509829	+	1044	8	22	12	75	100	57
E745_00495	CP014529.1	509822	510508	+	687	10	20	9	60	55	61
E745_00496	CP014529.1	510532	511380	+	849	96	81	88	169	105	132
E745_00497	CP014529.1	511577	512350	+	774	47	55	66	87	82	70
E745_00498	CP014529.1	512363	513649	+	1287	239	253	234	160	156	95
E745_00499	CP014529.1	513646	514881	+	1236	112	119	129	66	75	95
E745_00500	CP014529.1	514868	515338	+	471	81	108	65	77	43	72
E745_00501	CP014529.1	515343	516734	+	1392	260	318	267	192	184	180
E745_00502	CP014529.1	516829	517971	-	1143	43	61	46	46	56	33
E745_00503	CP014529.1	518010	518744	-	735	8	18	6	33	26	12
E745_00504	CP014529.1	518976	519251	+	276	4	0	2	2	7	6
E745_00505	CP014529.1	519349	521346	+	1998	12	10	10	14	13	22
E745_00506	CP014529.1	521422	521757	-	336	10	4	14	8	16	4
E745_00507	CP014529.1	521886	522101	+	216	0	0	0	0	0	0
E745_00508	CP014529.1	522138	522503	+	366	0	0	2	2	4	2
E745_00509	CP014529.1	522540	522866	+	327	0	0	0	0	0	2
E745_00510	CP014529.1	523020	523745	+	726	0	0	0	4	4	2
E745_00511	CP014529.1	524255	525847	+	1593	56	40	36	62	92	68
E745_00512	CP014529.1	525840	527084	+	1245	56	47	35	93	48	68
E745_00513	CP014529.1	527098	530247	+	3150	262	245	223	308	303	293
E745_00514	CP014529.1	530965	532410	-	1446	9	6	2	1	4	0
E745_00515	CP014529.1	533741	534406	-	666	22	8	2	4	6	12
E745_00516	CP014529.1	534532	536568	+	2037	0	4	0	4	6	6
E745_00517	CP014529.1	536572	537210	+	639	0	0	0	2	7	4
E745_00518	CP014529.1	537238	537666	+	429	2	6	2	4	4	4
E745_00519	CP014529.1	538123	539034	+	912	72	76	71	585	506	517
E745_00520	CP014529.1	539251	539688	+	438	16	12	10	6	4	4
E745_00521	CP014529.1	539783	540667	+	885	93	110	56	40	32	26
E745_00522	CP014529.1	540891	544058	+	3168	4	0	4	4	0	6
E745_00523	CP014529.1	544078	544623	+	546	0	0	2	0	0	2
E745_00524	CP014529.1	544651	545106	+	456	2	4	0	0	0	1
E745_00525	CP014529.1	545103	545861	+	759	2	6	4	8	0	6
E745_00526	CP014529.1	545947	546687	-	741	12	12	15	22	16	13
E745_00527	CP014529.1	546748	548001	+	1254	6	2	1	14	14	10
E745_00528	CP014529.1	548323	548550	+	228	0	2	2	0	2	0
E745_00529	CP014529.1	548673	548999	+	327	27	17	37	32	14	20
E745_00530	CP014529.1	549067	549780	+	714	107	91	104	52	48	46
E745_00531	CP014529.1	550090	550941	+	852	126	78	90	22	26	16
E745_00532	CP014529.1	550955	551104	+	150	0	0	0	0	0	0
E745_00533	CP014529.1	551062	552927	+	1866	8	14	4	8	4	8
E745_00534	CP014529.1	553012	554382	+	1371	6	6	12	16	10	16
E745_00535	CP014529.1	554490	555191	+	702	32	20	25	20	16	26
E745_00536	CP014529.1	555341	555829	+	489	52	40	43	24	19	24
E745_00537	CP014529.1	555890	556000	+	111	16	21	18	5	6	3
E745_00538	CP014529.1	556677	557252	+	576	4	6	6	118	107	114
E745_00539	CP014529.1	557252	557692	+	441	10	4	15	275	293	271
E745_00540	CP014529.1	557708	558409	+	702	23	14	12	343	268	250
E745_00541	CP014529.1	558638	558811	-	174	12	17	21	31	21	30
E745_00542	CP014529.1	558897	559322	-	426	26	49	32	43	49	52
E745_00543	CP014529.1	559696	560667	+	972	4	8	6	24	24	20
E745_00544	CP014529.1	560699	562096	+	1398	19	8	14	52	28	26
E745_00545	CP014529.1	562255	562878	+	624	12	22	10	29	40	26
E745_00546	CP014529.1	563627	565720	+	2094	38	34	42	84	70	68
E745_00547	CP014529.1	565880	566746	+	867	8	0	3	4	6	0
E745_00548	CP014529.1	566768	567205	-	438	192	134	200	22	48	44
E745_00549	CP014529.1	567894	570542	+	2649	19	19	25	126	116	111
E745_00550	CP014529.1	570629	571300	+	672	37	37	57	206	167	170
E745_00551	CP014529.1	571277	571876	-	600	22	24	39	44	70	47
E745_00552	CP014529.1	571947	573020	+	1074	0	1	4	6	0	6
E745_00553	CP014529.1	573022	573702	+	681	4	3	0	4	2	0
E745_00554	CP014529.1	573719	574558	+	840	0	2	2	6	10	4
E745_00555	CP014529.1	574589	575812	+	1224	2	4	6	4	2	8
E745_00556	CP014529.1	576215	577633	+	1419	71	71	82	73	41	67
E745_00557	CP014529.1	578137	578580	-	444	126	120	115	23	27	31
E745_00558	CP014529.1	578798	580138	-	1341	60	72	65	8	10	0
E745_00559	CP014529.1	580406	581302	+	897	72	62	70	32	20	10
E745_00560	CP014529.1	581452	582393	-	942	110	162	114	150	160	148
E745_00561	CP014529.1	582519	583640	+	1122	30	36	24	18	24	20
E745_00562	CP014529.1	583898	585400	+	1503	85	83	92	33	17	25
E745_00563	CP014529.1	585467	585994	+	528	68	61	61	112	86	102
E745_00564	CP014529.1	586205	587266	+	1062	6	2	11	4	5	6
E745_00565	CP014529.1	587269	588165	+	897	2	3	5	9	4	18
E745_00566	CP014529.1	588179	590161	+	1983	14	10	26	34	26	32
E745_00567	CP014529.1	590226	590672	-	447	36	14	24	48	42	42
E745_00568	CP014529.1	590883	592307	+	1425	147	122	100	174	157	140
E745_00569	CP014529.1	592488	593261	-	774	33	38	27	41	43	31
E745_00570	CP014529.1	593258	594163	-	906	48	50	56	68	46	92
E745_00571	CP014529.1	594317	594637	-	321	0	2	4	1	3	8
E745_00572	CP014529.1	595111	595797	+	687	57	71	80	227	154	158
E745_00573	CP014529.1	595799	596743	+	945	68	99	72	180	144	145
E745_00574	CP014529.1	596942	597586	+	645	58	59	39	90	102	109
E745_00575	CP014529.1	597665	598942	+	1278	4	20	14	69	69	53
E745_00576	CP014529.1	599126	599875	-	750	12	17	20	78	79	52
E745_00577	CP014529.1	600205	600585	+	381	4	4	4	18	17	9
E745_00578	CP014529.1	600681	601190	+	510	28	16	16	41	59	36
E745_00579	CP014529.1	601267	601446	+	180	29	54	63	127	89	73
E745_00580	CP014529.1	601501	602064	+	564	101	114	120	178	159	134
E745_00581	CP014529.1	602111	602626	-	516	23	19	23	10	13	9
E745_00582	CP014529.1	602652	603521	-	870	102	107	105	110	94	86
E745_00583	CP014529.1	603647	604327	+	681	16	28	24	14	35	15
E745_00584	CP014529.1	604480	605460	+	981	54	54	62	297	270	272
E745_00585	CP014529.1	605583	606056	+	474	21	15	21	17	12	19
E745_00586	CP014529.1	606049	606573	+	525	47	42	43	39	31	26
E745_00587	CP014529.1	607063	607596	-	534	19	39	48	22	28	24
E745_00588	CP014529.1	608460	609212	-	753	34	48	44	30	41	40
E745_00589	CP014529.1	609325	610245	+	921	32	19	40	17	14	14
E745_00590	CP014529.1	610318	611253	+	936	86	72	86	240	204	186
E745_00591	CP014529.1	611551	613029	+	1479	0	2	2	2	2	0
E745_00592	CP014529.1	613306	615366	+	2061	2	1	8	7	2	6
E745_00593	CP014529.1	615449	616018	+	570	78	56	59	35	24	50
E745_00594	CP014529.1	616193	616999	-	807	16	19	10	26	20	16
E745_00595	CP014529.1	617137	618651	+	1515	24	21	36	36	28	38
E745_00596	CP014529.1	619054	620037	-	984	72	116	104	84	61	68
E745_00597	CP014529.1	620042	620689	-	648	36	59	51	38	26	37
E745_00598	CP014529.1	620774	621406	-	633	16	14	19	6	23	3
E745_00599	CP014529.1	621422	621973	-	552	30	41	38	41	43	31
E745_00600	CP014529.1	621970	622707	-	738	45	53	46	42	32	41
E745_00601	CP014529.1	622704	623693	-	990	31	33	30	25	24	13
E745_00602	CP014529.1	623951	624493	+	543	2	2	3	8	18	31
E745_00603	CP014529.1	624510	625595	+	1086	28	28	17	48	35	35
E745_00604	CP014529.1	625607	626413	+	807	6	10	12	43	22	33
E745_00605	CP014529.1	626414	627241	+	828	28	22	18	50	31	30
E745_00606	CP014529.1	627238	628311	+	1074	51	66	44	116	58	67
E745_00607	CP014529.1	628817	631435	+	2619	96	104	95	266	274	270
E745_00608	CP014529.1	631578	632000	+	423	211	181	204	4	2	6
E745_00609	CP014529.1	632012	632506	+	495	77	59	88	2	2	2
E745_00610	CP014529.1	632527	633336	+	810	59	33	71	8	3	7
E745_00611	CP014529.1	633333	634154	+	822	15	12	16	6	10	6
E745_00612	CP014529.1	634205	636304	+	2100	4	4	2	6	10	4
E745_00613	CP014529.1	636301	637419	+	1119	0	2	2	7	4	4
E745_00614	CP014529.1	637458	638336	+	879	0	10	2	4	4	6
E745_00615	CP014529.1	639703	640515	-	813	14	2	13	18	15	22
E745_00616	CP014529.1	640678	640785	+	108	2	2	2	5	3	0
E745_00617	CP014529.1	640843	641910	+	1068	0	6	2	8	4	8
E745_00618	CP014529.1	642052	642255	+	204	0	0	2	4	2	0
E745_00619	CP014529.1	642315	643517	+	1203	20	18	12	24	10	8
E745_00620	CP014529.1	644166	645296	+	1131	26	18	26	50	56	54
E745_00621	CP014529.1	645409	646362	-	954	16	8	18	13	12	2
E745_00622	CP014529.1	646671	647063	+	393	242	265	323	369	315	292
E745_00623	CP014529.1	647091	648431	+	1341	1143	1230	1383	1213	1199	1148
E745_00624	CP014529.1	649157	649402	+	246	10	5	6	11	12	20
E745_00625	CP014529.1	649624	651234	+	1611	38	26	30	315	282	233
E745_00626	CP014529.1	651526	652395	+	870	1137	1312	1141	6878	6942	6598
E745_00627	CP014529.1	652560	653831	+	1272	126	131	159	225	153	179
E745_00628	CP014529.1	653828	655123	+	1296	90	81	64	91	113	96
E745_00629	CP014529.1	655222	655485	+	264	196	247	260	1103	1165	1119
E745_00630	CP014529.1	655930	656379	+	450	0	0	0	2	0	0
E745_00631	CP014529.1	656436	657854	+	1419	2	2	0	4	2	0
E745_00632	CP014529.1	657854	658714	+	861	2	2	6	0	0	2
E745_00633	CP014529.1	658924	659661	+	738	0	4	4	2	2	4
E745_00634	CP014529.1	659808	660173	+	366	87	86	73	13	8	13
E745_00635	CP014529.1	660321	661529	-	1209	2	5	0	16	24	16
E745_00636	CP014529.1	661548	661826	-	279	0	2	0	0	4	4
E745_00637	CP014529.1	661980	662675	+	696	2	11	4	24	16	23
E745_00638	CP014529.1	663117	663914	-	798	212	183	187	115	89	101
E745_00639	CP014529.1	663911	665095	-	1185	168	192	188	73	64	82
E745_00640	CP014529.1	665120	666367	-	1248	287	322	248	101	82	78
E745_00641	CP014529.1	666582	668327	+	1746	175	172	135	398	296	265
E745_00642	CP014529.1	668347	668661	+	315	46	40	54	81	82	65
E745_00643	CP014529.1	668686	669282	+	597	109	98	115	186	119	174
E745_00644	CP014529.1	669346	669990	+	645	134	125	102	215	139	185
E745_00645	CP014529.1	670005	670334	+	330	84	68	82	69	45	56
E745_00646	CP014529.1	670348	671286	+	939	88	82	77	161	159	135
E745_00647	CP014529.1	671322	672146	+	825	144	169	167	175	178	186
E745_00648	CP014529.1	672139	672486	+	348	46	65	57	50	45	55
E745_00649	CP014529.1	672555	673427	+	873	11	24	8	84	70	62
E745_00650	CP014529.1	673536	674657	+	1122	59	64	74	38	16	34
E745_00651	CP014529.1	674711	675313	-	603	18	22	30	70	36	44
E745_00652	CP014529.1	675628	677817	-	2190	184	190	198	258	251	282
E745_00653	CP014529.1	678143	678910	+	768	44	24	26	20	23	14
E745_00654	CP014529.1	678900	680942	+	2043	180	202	174	88	116	120
E745_00655	CP014529.1	681223	681372	+	150	0	0	0	8	15	14
E745_00656	CP014529.1	681383	682897	+	1515	19	18	9	124	72	115
E745_00657	CP014529.1	682894	684099	+	1206	25	37	34	105	97	122
E745_00658	CP014529.1	684144	684377	+	234	18	20	25	114	77	61
E745_00659	CP014529.1	684380	685648	+	1269	52	54	59	143	112	108
E745_00660	CP014529.1	685789	686871	+	1083	173	167	131	175	131	142
E745_00661	CP014529.1	686871	687674	+	804	128	136	132	91	59	52
E745_00662	CP014529.1	687744	688484	+	741	83	129	115	87	59	91
E745_00663	CP014529.1	688495	689499	+	1005	157	186	160	140	142	117
E745_00664	CP014529.1	689544	691388	-	1845	24	14	20	60	60	52
E745_00665	CP014529.1	691729	692118	+	390	2	4	4	6	11	8
E745_00666	CP014529.1	692246	692929	+	684	32	35	22	110	91	80
E745_00668	CP014529.1	693470	693829	+	360	0	0	2	8	2	4
E745_00669	CP014529.1	693952	695583	+	1632	12	12	22	177	170	156
E745_00670	CP014529.1	695645	696286	-	642	8	18	10	10	18	10
E745_00671	CP014529.1	696568	696876	+	309	370	387	378	2401	2474	2390
E745_00672	CP014529.1	696903	697247	+	345	147	184	159	779	722	737
E745_00673	CP014529.1	697260	697553	+	294	511	552	441	2318	1941	1748
E745_00674	CP014529.1	697960	700794	+	2835	368	364	330	330	274	270
E745_00675	CP014529.1	700985	701476	+	492	340	374	365	193	169	182
E745_00676	CP014529.1	701579	702568	+	990	1195	1115	1084	535	431	386
E745_00677	CP014529.1	702601	703404	+	804	240	282	322	183	175	162
E745_00678	CP014529.1	703425	704339	+	915	234	253	260	230	201	173
E745_00679	CP014529.1	704422	704796	+	375	22	16	14	14	14	16
E745_00680	CP014529.1	704935	705180	+	246	31	20	18	44	24	29
E745_00681	CP014529.1	705352	706416	+	1065	277	261	229	193	193	178
E745_00682	CP014529.1	706662	707087	+	426	507	522	480	287	305	291
E745_00683	CP014529.1	707080	707529	+	450	199	231	181	133	134	118
E745_00684	CP014529.1	707626	708480	+	855	105	100	92	67	71	71
E745_00685	CP014529.1	708481	709818	+	1338	121	137	112	98	59	95
E745_00686	CP014529.1	709823	710047	+	225	28	39	17	24	28	37
E745_00687	CP014529.1	710049	710939	+	891	63	82	64	74	59	88
E745_00688	CP014529.1	710948	711766	+	819	105	103	86	79	97	63
E745_00689	CP014529.1	711873	712322	+	450	55	46	63	77	70	58
E745_00690	CP014529.1	712340	714022	+	1683	343	391	375	350	289	281
E745_00691	CP014529.1	714077	714193	-	117	4	10	2	4	3	2
E745_00692	CP014529.1	714266	715222	-	957	26	40	24	17	13	19
E745_00693	CP014529.1	715393	715761	+	369	5	0	2	4	4	5
E745_00694	CP014529.1	715931	716362	+	432	150	94	151	166	128	83
E745_00695	CP014529.1	716383	717342	+	960	305	325	345	339	253	278
E745_00696	CP014529.1	717347	717748	+	402	62	57	65	50	37	41
E745_00697	CP014529.1	717749	719941	+	2193	188	165	225	448	414	331
E745_00698	CP014529.1	719967	720929	+	963	52	66	60	175	148	136
E745_00699	CP014529.1	720943	722304	+	1362	80	69	59	210	176	132
E745_00700	CP014529.1	722330	723418	+	1089	71	64	66	132	86	84
E745_00701	CP014529.1	723433	724653	+	1221	194	196	186	338	313	268
E745_00702	CP014529.1	724809	726134	+	1326	460	462	449	948	829	656
E745_00703	CP014529.1	726157	727398	+	1242	559	526	560	853	653	660
E745_00704	CP014529.1	727415	728092	+	678	241	227	229	220	190	202
E745_00705	CP014529.1	728106	728705	+	600	457	416	350	398	339	299
E745_00706	CP014529.1	729056	729838	+	783	595	602	569	562	456	398
E745_00707	CP014529.1	729859	730566	+	708	713	646	566	774	788	683
E745_00708	CP014529.1	730828	733626	+	2799	92	68	78	470	408	442
E745_00709	CP014529.1	733675	735201	-	1527	79	100	101	268	225	207
E745_00710	CP014529.1	735216	735863	-	648	18	30	14	54	61	57
E745_00711	CP014529.1	736047	736388	-	342	12	10	4	14	8	6
E745_00712	CP014529.1	736553	737281	+	729	58	64	72	111	81	100
E745_00713	CP014529.1	737297	738310	+	1014	80	84	77	99	82	113
E745_00714	CP014529.1	738310	739587	+	1278	76	82	103	134	106	126
E745_00715	CP014529.1	739650	742352	+	2703	106	117	126	96	52	94
E745_00716	CP014529.1	742504	742821	+	318	274	173	307	5	6	8
E745_00717	CP014529.1	742851	743171	+	321	117	185	224	4	4	0
E745_00718	CP014529.1	743279	744739	+	1461	197	155	255	12	4	4
E745_00719	CP014529.1	744807	745028	+	222	2	4	4	0	0	0
E745_00720	CP014529.1	745059	745241	+	183	9	2	8	0	0	0
E745_00721	CP014529.1	745241	745654	+	414	2	5	2	0	0	0
E745_00722	CP014529.1	745777	746958	+	1182	14	18	18	6	16	10
E745_00723	CP014529.1	747029	747193	-	165	73	100	92	16	23	16
E745_00725	CP014529.1	747489	748628	-	1140	39	44	40	38	28	34
E745_00726	CP014529.1	748800	748934	+	135	4	10	15	8	7	4
E745_00727	CP014529.1	748927	749562	-	636	26	23	18	32	21	36
E745_00728	CP014529.1	749675	750310	-	636	24	25	26	44	41	33
E745_00729	CP014529.1	750344	750805	-	462	6	10	6	24	9	18
E745_00730	CP014529.1	750935	751366	-	432	19	20	12	37	24	28
E745_00731	CP014529.1	751384	751704	-	321	31	41	35	30	55	46
E745_00732	CP014529.1	752003	752779	+	777	51	73	84	8	2	6
E745_00733	CP014529.1	752794	752997	+	204	7	17	14	0	2	2
E745_00734	CP014529.1	753013	753351	+	339	57	51	40	12	6	9
E745_00735	CP014529.1	753338	753517	+	180	6	11	3	0	0	0
E745_00736	CP014529.1	753560	754063	-	504	34	37	40	12	12	4
E745_00737	CP014529.1	754117	754815	+	699	38	33	20	5	2	9
E745_00738	CP014529.1	754993	755334	+	342	12	11	20	0	0	2
E745_00739	CP014529.1	755327	755998	+	672	70	86	60	14	7	10
E745_00740	CP014529.1	756004	756690	+	687	16	18	20	5	6	11
E745_00741	CP014529.1	756693	757442	+	750	24	36	39	6	8	18
